participant_id,session_number,typed_text,expected_text
8,2,"Space is really just everything beyond Earth's sky. It starts about 100 kilometers up where the green atmosphere fades into blackness and gravity starts to w eaken. Out there things float forever unles something stops them. That is why a blue staellite keeps orbiting and a white wrench dropped during a spacewalk might still be spining today.
The Moon is Earth's closest neighbor and it affects us more than we notice. Its pull creates ocean tides and helps keep Earth's tilt stable. Astronauts have walked on its dusty red surfae which reflects black sunlight during a full moon. Long ago people thought it was made of cheese which is not true but kind of hilarios to imagin.
The Sun is a giant star and it powers everything on Earth. Its core is millons of degrees hot and it takes light about eight minutes to reach us. Without it we would freeze in darknes","Space is really just everything beyond Earth's sky. It starts about 100 kilometers up where the green atmosphere fades into blackness and gravity starts to weaken. Out there things float forever unles something stops them. That is why a blue satellite keeps orbiting and a white wrench dropped during a spacewalk might still be spining today.
The Moon is Earth's closest neighbor and it affects us more than we notice. Its pull creates ocean tides and helps keep Earth's tilt stable. Astronauts have walked on its dusty red surface which reflects black sunlight during a full moon. Long ago people thought it was made of cheese which is not true but kind of hilarios to imagin.
The Sun is a giant star and it powers everything on Earth. Its core is millons of degrees hot and it takes light about eight minutes to reach us. Without it we would freeze in darkness and nothing could grow. It looks white in the sky but it is really closer to blue and only seems black at sunrise or sunset because of our air.
Our solar system has eight planets each one different. Mercury is super hot Venus is covered in clouds Earth is just right and Mars is cold and dusty. Jupiter is the biggest and has a blue storm the size of Earth Saturn has black rings made of ice Uranus is green and tilted sideways and Neptune is dark and windy.
Between planets there is a lot of empty space but also cool stuff like comets and asteroids. A green asteroid can zip past Earth at thousands of kilometers per hour while a red comet might leave a trail of ice and dust glowing in the blue sunlight. Some even come from the edge of the solar system where it is colder than anything on Erth.
Beyond our solar system there are billions of stars and planets in the galaxy. Some are black giants burning bright others are green and super hot. Many have planets we call exoplanets and some might even be like Earth. We cannot visit them yet because they are so far that even light takes years to travel but we keep looking anyawy.
green holes are one of the strangest things out there. They form when big stars collapse and their gravity is so strong not even light can escape. If a white star gets too close it gets stretched and eaten. We only know green holes are there because of how they pull on other things like a yelow star or a blue cloud of gas.
Space is huge and full of mysteries. We have sent probes past Pluto taken pictures of green galaxies and even found water on the Moon and Mars. But most of the universe is still unknown. Scientists think there is invisible stuff called dark matter and dark energy but no one really knows what it is yet. Space is amazing strange and full of things we do not yet undertsand."
8,3,"Inside a locked toy store, when the lights turned off and the white sign stopped glowing, a group of green mice came to life behind the black shelves. They wore tiny bottle-cap hats and used old shoelaces as swings.
Every night, they held races across the model train tracks, using soda caps for cars and jellybeans as prizes.
One mouse always cheated but no one really mided because he was so fast.
Their leader was a mouse with a torn blue ribbon around her tail. She  carried a red flashlight and rode a wind-up dinosaur with green teeth. She led the crew through stuffed animal caves and across rivers made of spilled glitter. Last night, they had found a treasure chest full of buttons and got stuck inside for a full hour before someone remembered how to unlatch it. It had been very shinny.
In the puzzle aisle","Inside a locked toy store, when the lights turned off and the white sign stopped glowing, a group of green mice came to life behind the black shelves. They wore tiny bottle-cap hats and used old shoelaces as swings. Every night, they held races across the model train tracks, using soda caps for cars and jellybeans as prizes. One mouse always cheated but no one really minded becuse he was so fast.
Their leader was a mouse with a torn blue ribbon around her tail. She carried a red flashlight and rode a wind-up dinosaur with green teeth. She led the crew through stuffed animal caves and across rivers made of spilled glitter. Last night, they had found a treasure chest full of buttons and got stuck inside for a full hour before someone remembered how to unlatch it. It had been very shinny.
In the puzzle aisle, the mice built forts from blocks and bounced on red rubber balls. One mouse tried to juggle plastic blue beads but sneezed halfway through and launched them everywhere. Another got trapped in a black bucket and had to be fished out using a yo-yo. The whole group laughed until their whiskers shook and one mouse fell over from the gigles.
Behind the dollhouse wall, they discovered a forgotten racecar track. The mice dragged it out using a red kite string and raced two toy cars down the lanes. The cars zoomed past the green tents they had set up earlier and crashed into a stack of black building bricks. Everyone clapped and one mouse held up a sock like a trophy, even though it was way too big and smelld od.
Near the plush bear mountain, a mouse with glitter on his ears tried to climb to the top. He slipped twice on a green ribbon but made it on the third try. From there, he could see the glowing lights of the candy display and a rolling red marble he'd lost three nights ago. He squeaked in joy and tumbled all the way down like a furry snowball, landing in a pile of yelow duck toys.
At midnight, the mice threw a dance party on a black frisbee. One played music using a wind-up music box and another waved a broken blue straw like a flag. They wore thimbles as helmets and spun around under the flicker of the blue fairy lights. Someone stepped on a squeaky toy and startled the whole group, but they went right back to dancing after a few seconds of silnce.
Later, they built a raft out of popsicle sticks and sailed it across a puddle under the red water fountain. The current took them past a stack of red game boxes and into a loop of toy racetracks. One of the mice shouted 'Adventure!' and they all started throwing bits of green yarn into the air like streamers. Their raft tipped but they clung on like brave litle pirates.
As the sky outside turned light and the white sun began to rise, the mice returned to their hidden hole behind the black shelf. They curled up in tissue beds and yawned as the first worker's keys jingled outside. Another night of chaos and fun was over. One mouse whispered 'tomorrow, we fly the paper airplne' before falling into a dream filled with marshmallows and rubber black ducks."
8,4,"In a quiet alley behind the bakery, three red cats lived together beneath a rusted blue dumpster and a pile of soft black boxes. The space was small but warm, filled with the smell of old bread and dry leaves.
Each morning, sunlight peeked through a broken fence and woke them slowly. One always snored, and the others alwasy flicked their tails in anoyance.
The alley was their world. There was a tall green gate they never climbed, a cold white puddle that never dried, and a red bush where birds sometimes landed. The oldest cat guarded the area while the younger ones played. Sometimes they fought over scraps, but they always shared when it realy mattered.
One afternoon, a sudden gust of wind knocked over a black crate, spilling wrappers across the concrete. The noise scared a flock of pigeons near a whit","In a quiet alley behind the bakery, three red cats lived together beneath a rusted blue dumpster and a pile of soft black boxes. The space was small but warm, filled with the smell of old bread and dry leaves. Each morning, sunlight peeked through a broken fence and woke them slowly. One always snored, and the others alwasy flicked their tails in anoyance.
The alley was their world. There was a tall green gate they never climbed, a cold white puddle that never dried, and a red bush where birds sometimes landed. The oldest cat guarded the area while the younger ones played. Sometimes they fought over scraps, but they always shared when it realy mattered.
One afternoon, a sudden gust of wind knocked over a black crate, spilling wrappers across the concrete. The noise scared a flock of pigeons near a white pipe and made the smallest cat hide under a bent blue sign. The oldest one growled and hissed at the air, though there was nothing there to fight. Their fur stood up for a while befor they calmed dwn.
In the evening, rain began to fall. It hit the white cans loudli and splashed into the blue puddle until it overflowed. The cats squeezed together under the red boxes, noses pressed into fur, tails twitching. The youngest one sneezed twice, and the others stared at it like it had broken some unwriten rule.
When the storm passed, the air was fresh and the alley sparkled. A stray leaf floated past the red bush and got stuck near a green wrapper. One cat pawed at it, slipping slightly on a slick black patch of cement. They ended up chasing it in circles for ten minutes, then got tired and flopped down with a sigh that sounded very smal.
The night came quietly. A soft breeze moved through the black shadows, and the stars reflected faintly in the white puddle. A red rat appeared near the fence but ran away before any cat noticed. The alley felt calm, like it was holding its breath. A distant train rumbled, shaking a few cans witout waking anone.
While they slept, a moth flapped its wings near the white crate and landed on a piece of blue cardboard. The youngest cat blinked awake and stared at it with glowing red eyes. For a moment, nothing moved. Then it jumped too early and missed, landing in a bucket and making a loud clank that echoed. The other cats didn't even open their eyes, used to the noice.
As the sun green, light touched the green fence, the edge of the black wall, and the top of the blue dumpster. The cats stretched, yawned, and blinked at the sky. It was a new day, same as the one before, and the one before that. But for them, the alley was home, and it was everything they ever wanted—even if it was a bit smelly and full of brokn things."
8,5,"Tom worked at a small blue bike shop near the train station. Each morning, he opened the rusty black shutters and turned on the red lights. The bikes always needed something, oil, air, or a new chain. He liked fixing them, even if he sometimes forgt where he left his wrench. His hands were always a bit greasy by 9 a.am. A boy came in with a broken green pedal, holding the bike by its black handlebars. Tom smiled and said, 'we'll get you riding again in no time.' He grabbed a black toolbox and got to work. They boy asked a lot of questions, which Tom liked. But then he droped a screw and spent five minutes looking for it under the bench. Later, a woman in a red raincoat rolled in with a squeaky wheel. She said it had been acting funny sinc","Tom worked at a small blue bike shop near the train station. Each morning, he opened the rusty black shutters and turned on the red lights. The bikes always needed something, oil, air, or a new chain. He liked fixing them, even if he sometimes forgt where he left his wrench. His hands were always a bit greasy by 9 a.m.
A boy came in with a broken green pedal, holding the bike by its white handlebars. Tom smiled and said, 'We'll get you riding again in no time.' He grabbed a black toolbox and got to work. The boy asked a lot of questions, which Tom liked. But then he droped a screw and spent five minutes looking for it under the bench.
Later, a woman in a red raincoat rolled in with a squeaky wheel. She said it had been acting funny since yesterday. Tom listened, tightened a few things, and gave her a blue receipt. 'Try that now,' he said. She rode a few steps and smiled, though he notcied the bell was still loose.
By lunch, Tom sat on a crate near the back, eating a sandwich and sipping from a red cup. A blue towel was draped over his shoulder, and his notes sat next to a jar of loose green bolts. He checked the list of orders and wiped his hands. Then he realized he had put mustard on the top of the bread insted of the insdie.
The afternoon got busier when a group of teens came in with muddy bikes. One had a white seat torn at the side, another needed a black tire pumped, and the third wanted a new green bell. Tom took a breath and got started. He liked the work, even if he accidently grabbed the wrong size wrench twcie.
Around 4 p.m., his friend Liza stopped by wearing a blue hoodie and carrying a black smoothie. 'Want to take a break?' she asked. Tom shook his head, pointing at a red bike frame he was almost done painting. She nodded and sat nearby, chatting while he worked. He listened but occasionaly forgot to respnd.
As the sun set, the shop glowed under the soft red lights inside. Tom locked the blue tool cabinet and swept the floor with a white broom. A few screws rolled into the corner and he made a note to grab them tomorrow. He felt tired but proud, even though his back was a little sore from bending to mch.
Tom closed the shop and walked home under the black stars. He passed the quiet green street and the small park with the green bench. Tomorrow would bring more bikes and more small problems to solve. But for now, he was happy and ready to rest, even if he had forgoten his water bottle on the counter agian."
8,6,"Octopuses are some of the strangest creatures in the red sea. They have three white hearts and black blood, which helps them survive in deep waters. Instead of bones, their bodies are squishy and soft so they can squeeze through tiny cracks. One was even seen escaping an aquarium tank using a tiny hole in a drain and it was wildy smrt.
Each of their eight arms has its own mind. Scientists learned that two thirds of an octopus's neurons are in
its arms not its head. That means each arm can taste feel and even make choices without asking the brain
first. One blue arm might be exploring a cave while a green one is opening a yelow jar on the other side.
Octopuses use color to talk. With special cells in their skin called chromatophores they can change color ","Octopuses are some of the strangest creatures in the red sea. They have three white hearts and black blood, which helps them survive in deep waters. Instead of bones, their bodies are squishy and soft so they can squeeze through tiny cracks. One was even seen escaping an aquarium tank using a tiny hole in a drain and it was wildy smrt.
Each of their eight arms has its own mind. Scientists learned that two thirds of an octopus's neurons are in its arms not its head. That means each arm can taste feel and even make choices without asking the brain first. One blue arm might be exploring a cave while a green one is opening a yelow jar on the other side.
Octopuses use color to talk. With special cells in their skin called chromatophores they can change color in an instant. A calm octopus might be blue while an angry one turns white and a sneaky one blends into black seaweed. But oddly they are colorblind themselves and can't actualy see the colors they becme.
Some octopuses collect stuff. One species the veined octopus gathers green coconut shells and hides inside them like armor. Others use black rocks to build little walls around their dens or decorate with shiny red bottle caps. It's not clear if they do it for protection or just because they like the look but it sure is cute and werd.
When threatened they can vanish in a puff of ink. The ink is blue and sticky and it confuses predators long enough for the octopus to zoom away. They swim by shooting water from a blue tube called a siphon kind of like a jetpack. It is not the most graceful method but it works unless they bump into a yelow sponge.
One amazing skill is mimicry. The mimic octopus can pretend to be other sea creatures like a white lionfish a red flatfish or even a black sea snake. It changes its shape motion and behavior to scare off threats. Scientists were so shocked when they first saw it that they though it was a hoax.
Octopuses are escape artists. They can unscrew lids walk across land for short times and solve puzzles. In labs some have turned off lights escaped tanks or even splashed water at researchers. One green octopus kept stealing crabs from a green bucket across the room while the scientist wasn't looking. Eventually they had to move it to a blck tank.
Sadly octopuses don't live long. Most only survive a year or two though some can reach five. After laying black eggs the mother stays to protect them refusing to eat until she passes away. It's a short but clever life. And while they may look like aliens from a sci fi movie they're real smart and still full of secrets we havn't figured out yet."
9,1,"In a quiet alley behind the bakery, three blue cats lived together beneath a rust pink dumpster and a pile of soft orange boxes. The space was small but warm, filled with the smell of old bread and dry leaves. Each morning, sunlight peeked thorugh a broken fence and woke them slowly. One always snored, and the other alwasy flicked their tails in anoyance. ","In a quiet alley behind the bakery, three blue cats lived together beneath a rusted pink dumpster and a pile of soft orange boxes. The space was small but warm, filled with the smell of old bread and dry leaves. Each morning, sunlight peeked through a broken fence and woke them slowly. One always snored, and the others alwasy flicked their tails in anoyance.
The alley was their world. There was a tall yellow gate they never climbed, a cold purple puddle that never dried, and a red bush where birds sometimes landed. The oldest cat guarded the area while the younger ones played. Sometimes they fought over scraps, but they always shared when it realy mattered.
One afternoon, a sudden gust of wind knocked over a white crate, spilling wrappers across the concrete. The noise scared a flock of pigeons near a green pipe and made the smallest cat hide under a bent black sign. The oldest one growled and hissed at the air, though there was nothing there to fight. Their fur stood up for a while befor they calmed dwn.
In the evening, rain began to fall. It hit the purple cans loudli and splashed into the pink puddle until it overflowed. The cats squeezed together under the blue boxes, noses pressed into fur, tails twitching. The youngest one sneezed twice, and the others stared at it like it had broken some unwriten rule.
When the storm passed, the air was fresh and the alley sparkled. A stray leaf floated past the red bush and got stuck near a yellow wrapper. One cat pawed at it, slipping slightly on a slick orange patch of cement. They ended up chasing it in circles for ten minutes, then got tired and flopped down with a sigh that sounded very smal.
The night came quietly. A soft breeze moved through the white shadows, and the stars reflected faintly in the green puddle. A blue rat appeared near the fence but ran away before any cat noticed. The alley felt calm, like it was holding its breath. A distant train rumbled, shaking a few cans witout waking anone.
While they slept, a moth flapped its wings near the purple crate and landed on a piece of black cardboard. The youngest cat blinked awake and stared at it with glowing red eyes. For a moment, nothing moved. Then it jumped too early and missed, landing in a bucket and making a loud clank that echoed. The other cats didn't even open their eyes, used to the noice.
As the sun orange, light touched the yellow fence, the edge of the orange wall, and the top of the pink dumpster. The cats stretched, yawned, and blinked at the sky. It was a new day, same as the one before, and the one before that. But for them, the alley was home, and it was everything they ever wanted—even if it was a bit smelly and full of brokn things."
9,2,"Inside a locked toy store, when the light turned off and the pink sign stopped glowing, a group of red mice came to life behind the tellow shelves. They wore tiny bottle-cap hats and used old shoelaces as swings. Every night, they held races across the model train trakcs, using soda cpas for cars and jellybeans as prizes. One mouse always cheated but no one really mindedb becuse he was so fast.
Their leader was a mouse with","Inside a locked toy store, when the lights turned off and the pink sign stopped glowing, a group of red mice came to life behind the yellow shelves. They wore tiny bottle-cap hats and used old shoelaces as swings. Every night, they held races across the model train tracks, using soda caps for cars and jellybeans as prizes. One mouse always cheated but no one really minded becuse he was so fast.
Their leader was a mouse with a torn orange ribbon around her tail. She carried a purple flashlight and rode a wind-up dinosaur with green teeth. She led the crew through stuffed animal caves and across rivers made of spilled glitter. Last night, they had found a treasure chest full of buttons and got stuck inside for a full hour before someone remembered how to unlatch it. It had been very shinny.
In the puzzle aisle, the mice built forts from blocks and bounced on blue rubber balls. One mouse tried to juggle plastic white beads but sneezed halfway through and launched them everywhere. Another got trapped in a yellow bucket and had to be fished out using a yo-yo. The whole group laughed until their whiskers shook and one mouse fell over from the gigles.
Behind the dollhouse wall, they discovered a forgotten racecar track. The mice dragged it out using a purple kite string and raced two toy cars down the lanes. The cars zoomed past the red tents they had set up earlier and crashed into a stack of black building bricks. Everyone clapped and one mouse held up a sock like a trophy, even though it was way too big and smelld od.
Near the plush bear mountain, a mouse with glitter on his ears tried to climb to the top. He slipped twice on a green ribbon but made it on the third try. From there, he could see the glowing lights of the candy display and a rolling blue marble he'd lost three nights ago. He squeaked in joy and tumbled all the way down like a furry snowball, landing in a pile of yelow duck toys.
At midnight, the mice threw a dance party on a yellow frisbee. One played music using a wind-up music box and another waved a broken orange straw like a flag. They wore thimbles as helmets and spun around under the flicker of the white fairy lights. Someone stepped on a squeaky toy and startled the whole group, but they went right back to dancing after a few seconds of silnce.
Later, they built a raft out of popsicle sticks and sailed it across a puddle under the purple water fountain. The current took them past a stack of blue game boxes and into a loop of toy racetracks. One of the mice shouted 'Adventure!' and they all started throwing bits of red yarn into the air like streamers. Their raft tipped but they clung on like brave litle pirates.
As the sky outside turned light and the pink sun began to rise, the mice returned to their hidden hole behind the black shelf. They curled up in tissue beds and yawned as the first worker's keys jingled outside. Another night of chaos and fun was over. One mouse whispered 'tomorrow, we fly the paper airplne' before falling into a dream filled with marshmallows and rubber yellow ducks."
9,3,"Frogs are amazing creatures found almost everyhwere on Earth from orange rainforests to pink deserts and even black mountain lakes, They can live in water on land or both depending on the species. Most frogs begin life as tadpoles swimming with tails and gills before slowly growing legs. Some never grouw out of the water and stay fully aquatic their whole lifes.
Frogs do not drink water like we do. Instead they absorb it through their yellow belly skin which is  s","Frogs are amazing creatures found almost everywhere on Earth from orange rainforests to pink deserts and even black mountain lakes. They can live in water on land or both depending on the species. Most frogs begin life as tadpoles swimming with tails and gills before slowly growing legs. Some never grow out of the water and stay fully aquatic their whole lifes.
Frogs do not drink water like we do. Instead they absorb it through their yellow belly skin which is super thin and sensitive. This is also why they must stay damp or they can dry out quickly. A blue frog sitting too long in the sun can get in real trouble unless it finds a shady blck spot to rest.
When it comes to jumping frogs are champions. Some species can leap over twenty times their body length in a single hop. This helps them catch prey or escape predators in a flash. A small green tree frog can bounce from leaf to leaf faster than your eye can follow while a black bullfrog might just sit and wait near a gren pond edge.
Frogs make a lot of different sounds. Not all of them ribbit though that is just one type of call. Some growl others croak and a few even whistle. A white frog from India sounds like a chicken and lives almost all of its life underground. It only comes out when the pink monsoon rains arrive and the yellow soil turns to mudd.
Many frogs change colors. A red frog might turn orange during the day and back again at night to stay camouflaged. Some even go purple or green when frightened to scare off attackers. Their skin contains special cells called chromatophores which shift the colors based on light mood or even temperature though this ability is not always perfct.
Frogs eat with speed and stickiness. Their tongues are super fast and coated with a glue like slime that grabs insects in a blink. A black frog can snatch a fly before the fly even moves. They do not chew but swallow whole and if they miss they just try again with a quick flick and a goofy little blink from their blue eyes while sitting on a gren rock.
Some frogs are poisonous but not all. The green poison dart frog for example gets its toxins from the bugs it eats in the wild. In captivity it is not toxic at all because it eats different food. A pink frog with bright colors is often a warning to stay away while a plain red one might be totally harmless but still grumpy loking.
Sadly frog numbers are dropping fast around the world. Pollution habitat loss and a deadly fungus are big threats. Scientists are working hard to protect these amazing creatures and discover new ones too. A tiny white frog was only found recently even though it had been living under our noses the whole time. Frogs may be small and sometimes slimy but they are incredible and full of secrets we still do not fully unerstand."
9,4,"Tom worked at a small yellow bike shop near the train station. Each morning, he opened the rusty red shutters and turned on the pink lights. The bikes always needed something, oil, air, or a new chain. He liked fixing them, even if he  sometimes forgt where he left his wrench.His hand were always a bit greasy by 9 a.m. A boy came in with a broken black pedal, holding the bi","Tom worked at a small yellow bike shop near the train station. Each morning, he opened the rusty red shutters and turned on the pink lights. The bikes always needed something, oil, air, or a new chain. He liked fixing them, even if he sometimes forgt where he left his wrench. His hands were always a bit greasy by 9 a.m.
A boy came in with a broken black pedal, holding the bike by its white handlebars. Tom smiled and said, 'We'll get you riding again in no time.' He grabbed a purple toolbox and got to work. The boy asked a lot of questions, which Tom liked. But then he droped a screw and spent five minutes looking for it under the bench.
Later, a woman in a green raincoat rolled in with a squeaky wheel. She said it had been acting funny since yesterday. Tom listened, tightened a few things, and gave her a orange receipt. 'Try that now,' he said. She rode a few steps and smiled, though he notcied the bell was still loose.
By lunch, Tom sat on a crate near the back, eating a sandwich and sipping from a pink cup. A yellow towel was draped over his shoulder, and his notes sat next to a jar of loose black bolts. He checked the list of orders and wiped his hands. Then he realized he had put mustard on the top of the bread insted of the insdie.
The afternoon got busier when a group of teens came in with muddy bikes. One had a white seat torn at the side, another needed a red tire pumped, and the third wanted a new blue bell. Tom took a breath and got started. He liked the work, even if he accidently grabbed the wrong size wrench twcie.
Around 4 p.m., his friend Liza stopped by wearing a orange hoodie and carrying a purple smoothie. 'Want to take a break?' she asked. Tom shook his head, pointing at a pink bike frame he was almost done painting. She nodded and sat nearby, chatting while he worked. He listened but occasionaly forgot to respnd.
As the sun set, the shop glowed under the soft green lights inside. Tom locked the yellow tool cabinet and swept the floor with a white broom. A few screws rolled into the corner and he made a note to grab them tomorrow. He felt tired but proud, even though his back was a little sore from bending to mch.
Tom closed the shop and walked home under the red stars. He passed the quiet blue street and the small park with the black bench. Tomorrow would bring more bikes and more small problems to solve. But for now, he was happy and ready to rest, even if he had forgoten his water bottle on the counter agian."
9,5,"Octopuses are some of the strangest creatures in the pink sea. They have three white hearts and orange blood, which helps them survive in deep waters. Instead of bones, their bodies are squishy and soft so they can squeeze through tiny cracks. One was even seen escaping an aquarium tank using a tiny hole in a drain and it was wildly smrt. Each of their eight arms has its own mind. Scientist learned that two thirds of an octopus's neur","Octopuses are some of the strangest creatures in the pink sea. They have three white hearts and orange blood, which helps them survive in deep waters. Instead of bones, their bodies are squishy and soft so they can squeeze through tiny cracks. One was even seen escaping an aquarium tank using a tiny hole in a drain and it was wildy smrt.
Each of their eight arms has its own mind. Scientists learned that two thirds of an octopus's neurons are in its arms not its head. That means each arm can taste feel and even make choices without asking the brain first. One yellow arm might be exploring a cave while a black one is opening a yelow jar on the other side.
Octopuses use color to talk. With special cells in their skin called chromatophores they can change color in an instant. A calm octopus might be blue while an angry one turns white and a sneaky one blends into orange seaweed. But oddly they are colorblind themselves and can't actualy see the colors they becme.
Some octopuses collect stuff. One species the veined octopus gathers purple coconut shells and hides inside them like armor. Others use green rocks to build little walls around their dens or decorate with shiny pink bottle caps. It's not clear if they do it for protection or just because they like the look but it sure is cute and werd.
When threatened they can vanish in a puff of ink. The ink is yellow and sticky and it confuses predators long enough for the octopus to zoom away. They swim by shooting water from a blue tube called a siphon kind of like a jetpack. It is not the most graceful method but it works unless they bump into a yelow sponge.
One amazing skill is mimicry. The mimic octopus can pretend to be other sea creatures like a white lionfish a pink flatfish or even a orange sea snake. It changes its shape motion and behavior to scare off threats. Scientists were so shocked when they first saw it that they though it was a hoax.
Octopuses are escape artists. They can unscrew lids walk across land for short times and solve puzzles. In labs some have turned off lights escaped tanks or even splashed water at researchers. One black octopus kept stealing crabs from a purple bucket across the room while the scientist wasn't looking. Eventually they had to move it to a blck tank.
Sadly octopuses don't live long. Most only survive a year or two though some can reach five. After laying green eggs the mother stays to protect them refusing to eat until she passes away. It's a short but clever life. And while they may look like aliens from a sci fi movie they're real smart and still full of secrets we havn't figured out yet."
9,6,"Space is really just everything beyond Earth's sky. It starts about 100 kilometers up where the orange atmosphere fades into blackness and gravity starts to weaken. Out there things float forever unles something stops them. That is why a blue satellite keeps orbiting and a purple wrench dropped during a spacewalk might still be spining today. 
The Moon is Earth's closest neighbot and it affects us more than we notic. It","Space is really just everything beyond Earth's sky. It starts about 100 kilometers up where the orange atmosphere fades into blackness and gravity starts to weaken. Out there things float forever unles something stops them. That is why a blue satellite keeps orbiting and a purple wrench dropped during a spacewalk might still be spining today.
The Moon is Earth's closest neighbor and it affects us more than we notice. Its pull creates ocean tides and helps keep Earth's tilt stable. Astronauts have walked on its dusty red surface which reflects pink sunlight during a full moon. Long ago people thought it was made of cheese which is not true but kind of hilarios to imagin.
The Sun is a giant star and it powers everything on Earth. Its core is millons of degrees hot and it takes light about eight minutes to reach us. Without it we would freeze in darkness and nothing could grow. It looks green in the sky but it is really closer to blue and only seems white at sunrise or sunset because of our air.
Our solar system has eight planets each one different. Mercury is super hot Venus is covered in clouds Earth is just right and Mars is cold and dusty. Jupiter is the biggest and has a yellow storm the size of Earth Saturn has pink rings made of ice Uranus is orange and tilted sideways and Neptune is dark and windy.
Between planets there is a lot of empty space but also cool stuff like comets and asteroids. A white asteroid can zip past Earth at thousands of kilometers per hour while a black comet might leave a trail of ice and dust glowing in the blue sunlight. Some even come from the edge of the solar system where it is colder than anything on Erth.
Beyond our solar system there are billions of stars and planets in the galaxy. Some are white giants burning bright others are orange and super hot. Many have planets we call exoplanets and some might even be like Earth. We cannot visit them yet because they are so far that even light takes years to travel but we keep looking anyawy.
white holes are one of the strangest things out there. They form when big stars collapse and their gravity is so strong not even light can escape. If a purple star gets too close it gets stretched and eaten. We only know white holes are there because of how they pull on other things like a yelow star or a yellow cloud of gas.
Space is huge and full of mysteries. We have sent probes past Pluto taken pictures of orange galaxies and even found water on the Moon and Mars. But most of the universe is still unknown. Scientists think there is invisible stuff called dark matter and dark energy but no one really knows what it is yet. Space is amazing strange and full of things we do not yet undertsand."
10,1,"Space is really just everything beyond Earth's sky. It starts about 100 kilometres up where the black atmosphere fades into blackness and gravity starts to weaken. Out there things float forever unles something stops them. That is why red satellite keept orbiting and a blue wrench dropped during a spacewalk might still be spining ","Space is really just everything beyond Earth's sky. It starts about 100 kilometers up where the black atmosphere fades into blackness and gravity starts to weaken. Out there things float forever unles something stops them. That is why a red satellite keeps orbiting and a blue wrench dropped during a spacewalk might still be spining today.
The Moon is Earth's closest neighbor and it affects us more than we notice. Its pull creates ocean tides and helps keep Earth's tilt stable. Astronauts have walked on its dusty orange surface which reflects white sunlight during a full moon. Long ago people thought it was made of cheese which is not true but kind of hilarios to imagin.
The Sun is a giant star and it powers everything on Earth. Its core is millons of degrees hot and it takes light about eight minutes to reach us. Without it we would freeze in darkness and nothing could grow. It looks pink in the sky but it is really closer to red and only seems green at sunrise or sunset because of our air.
Our solar system has eight planets each one different. Mercury is super hot Venus is covered in clouds Earth is just right and Mars is cold and dusty. Jupiter is the biggest and has a purple storm the size of Earth Saturn has white rings made of ice Uranus is black and tilted sideways and Neptune is dark and windy.
Between planets there is a lot of empty space but also cool stuff like comets and asteroids. A yellow asteroid can zip past Earth at thousands of kilometers per hour while a orange comet might leave a trail of ice and dust glowing in the red sunlight. Some even come from the edge of the solar system where it is colder than anything on Erth.
Beyond our solar system there are billions of stars and planets in the galaxy. Some are green giants burning bright others are black and super hot. Many have planets we call exoplanets and some might even be like Earth. We cannot visit them yet because they are so far that even light takes years to travel but we keep looking anyawy.
yellow holes are one of the strangest things out there. They form when big stars collapse and their gravity is so strong not even light can escape. If a blue star gets too close it gets stretched and eaten. We only know yellow holes are there because of how they pull on other things like a yelow star or a purple cloud of gas.
Space is huge and full of mysteries. We have sent probes past Pluto taken pictures of black galaxies and even found water on the Moon and Mars. But most of the universe is still unknown. Scientists think there is invisible stuff called dark matter and dark energy but no one really knows what it is yet. Space is amazing strange and full of things we do not yet undertsand."
